id	created_at	hashtags	cleaned_text
1093428745887608832	2019-02-07	['#happythursday']	&amp; thank retweet @allenowens123 @carlosd27801704 @cwash1973 @eclectorium @emmasattic98
1093428730809077761	2019-02-07	[]	rt thank @leftitallbehind @texastwins2004 @karijos @collectormom @this_and_thats @smilingbluedog
1093422960302526465	2019-02-07	['#goodnight', '#thankyou']	gre big thank wond twit friend every tweet rt follow &amp; real apprecy support
1093406840296169472	2019-02-07	['#tx', '#brid', '#somethingblu', '#bouquet', '#giftidea', '#pottiteam', '#favorit']	someth blu wed bouquet photo charm brid bouquet charm smal pict fram wed keepsak gift brid mem charm via @etsy
1093406652038995968	2019-02-07	['#brid', '#person', '#bouquet', '#giftidea', '#pottiteam', '#famy', '#memento', '#keepsak']	wed bouquet photo charm whit shel pearl mem photo charm brid show gift photo charm brid bouquet via @etsyuk
1093406126794653696	2019-02-07	['#az', '#brid', '#person', '#bouquet', '#giftidea', '#etsymnt', '#favorit']	sid wed bouquet photo charm diy photo pearl wed charm mem photo charm sid brid show gift sist gift via @etsy
1093342771673366528	2019-02-07	['#brid', '#bouquet', '#giftidea', '#person', '#famy', '#memento', '#keepsak']	wed bouquet photo charm spark brid bouquet charm gift brid smal pict fram wed flow wed keepsak via @etsyuk
1093342583680450560	2019-02-07	['#bc', '#brid', '#person', '#bouquet', '#famy', '#memento', '#giftidea']	wed bouquet charm whit blu iv pink pearl photo charm via @etsyca
1093342451945791488	2019-02-07	['#nm', '#brid', '#somethingblu', '#bouquet', '#giftidea', '#pottiteam', '#famy', '#memento', '#keepsak']	wed bouquet photo charm pink cryst smal pict fram brid bouquet mem photo charm un brid show gift via @etsy
1093342195464134656	2019-02-07	['#fl', '#brid', '#somethingblu', '#bouquet', '#giftidea', '#pottiteam', '#favorit']	wed bouquet photo charm bar blu shel pearl mem photo charm brid show gift photo charm brid bouquet via @etsy
1093341997060870149	2019-02-07	['#az', '#brid', '#bouquet', '#giftiodea', '#pottiteam', '#famy', '#memento', '#keepsak']	dark blu angel wed bouquet mem charm someth blu mem photo charm gift brid navy blu pearl angel sist gift via @etsy
1093341587529117696	2019-02-07	['#tn', '#brid', '#person', '#bouquet', '#famy', '#memento', '#giftidea']	wed bouquet photo charm whit pearl mem charm wed keepsak eng gift brid show gift brid via @etsy
1093340174375837696	2019-02-07	['#pottiteam', '#rhinestonechain']	vint med blu rhineston screw back ear outstand htt
1093340156495446016	2019-02-07	[]	pearl ear iv whit ear ton ear brid jewelry bridesmaid ear brid access wed
1093340140997472256	2019-02-07	['#gold', '#sterl', '#silv', '#charm', '#pend', '#etsy']	find splendid &amp; lik marlosmarvelousfind shop
1093340131526770688	2019-02-07	[]	vint eleph puzzl piec tray fram jigsaw puzzl collect preschool kid toy 1960s nursery dec baby
1093340060932497408	2019-02-07	['#auth']	check pag easy rememb url via @amazon
1093340051272945664	2019-02-07	[]	rt @biancasteinfeld crack barrel east treas ceram set east crochet eg east ceram dec vint
1093340016548298752	2019-02-07	['#writ']	saf insid mind on reach stepheny mey
1093340000760909825	2019-02-07	['#kisteam', '#etsyteamun']	chok bead necklac round green gold bead dangl med siz link chain g
1093339938068676609	2019-02-07	['#womenssho', '#shop', '#womensfashio']	fly london pin rock wom sz 37 wedg ankl strap sand ol green
1093339929009053696	2019-02-07	[]	bread box country stor bread box oak bread box kitch bread box wood box stor org
1093339918909067264	2019-02-07	[]	yellow ear gold ear glass brass ear gold shadow ear yellow drop ear boho ear
1093339910163972096	2019-02-07	['#kisteam', '#etsyteamun', '#etsy']	met bookmark book lov gift ide peach bead flor book mark nat them bookmark read
1093339736352075776	2019-02-07	['#reales']	prefect ag new hom gift art goldton pewt hom w sal sold sign front yard pi
1093339723274235904	2019-02-07	[]	farmh east dec rust tabl top east bunny dec set farmh fabr bunny dec
1093339707403108352	2019-02-07	['#jewelryad']	swarovsk pearl jewelry set 15 inch 16 inch pearl chok necklac ear
1093339689812033536	2019-02-07	[]	rt @biancasteinfeld mult col east crochet eg set crochet eg orna pap mach east eg crochet
1093339672061698048	2019-02-07	['#kisteam', '#etsyteamun', '#etsy']	fab faux pearl bracelet faux pearl red swarovsk cryst bracelet class strand bracel
1093339650104557568	2019-02-07	[]	farmh wal dec flor wal hang french country dec hang vas wal dec wood wal scont
1093339557636886528	2019-02-07	[]	coast coast set valentine's day gift cotton coast heart gift lin coff kitch din hom l
1093303752608571392	2019-02-07	['#nubrid', '#somethingblu', '#bouquet', '#giftidea', '#etsymnt', '#favorit']	wed bouquet photo charm sky blu someth blu brid mem photo charm brid show gift handmad gift brid via @etsyca
1093303440485244928	2019-02-07	['#brid', '#somethingblu', '#bouquet', '#giftidea', '#etsymnt', '#favorit']	wed bouquet photo charm navy blu mem charm singl doubl sid brid bouquet charm brid show gift someth blu via @etsy
1093303252274147328	2019-02-07	['#ny', '#brid', '#like2', '#shopetsy', '#bouquet', '#giftidea']	wed bouquet photo charm freshw pearl mem photo charm bride's bouquet via @etsy
1093299779310825472	2019-02-07	['#eu', '#brid', '#person', '#bouquet', '#giftidea', '#pottiteam', '#favorit']	wed bouquet charm link fram brid bouquet charm tru blu cryst wed keepsak brid show gift brid via @etsy
1093299614445330432	2019-02-07	['#vt', '#brid', '#person', '#bouquet', '#giftidea', '#etsymnt', '#favorit']	wed bouquet photo charm whit shel pearl brid show gift brid mem photo charm wed keepsak via @etsy
1093299373411250176	2019-02-07	['#md', '#brid', '#person', '#bouquet', '#giftidea', '#etsymnt', '#favorit']	wed bouquet photo charm set 3 pearl mem charm 3x brid bouquet charm mem photo charm brid show gift via @etsy
