screen_name	id	data
POPSUGARStyle	17771860	0.00103564896976
givenchy	274040176	0.00103416124399
Edward_Enninful	287694284	0.00103179295076
francasozzani	115626888	0.00103019908634
WSJ	3108351	0.00102955914666
KylieJenner	236699098	0.00102527658455
JLo	85603854	0.00101908330471
Modelinia	14181054	0.00101686413954
wgsn	16181819	0.00101502325157
MulberryEngland	369405466	0.00100727572884
THEOUTNET	17064593	0.0010055698133
coletteparis	22470995	0.00100043572732
prabalgurung	37046756	0.000997403117633
heidiklum	262359713	0.000995199407931
MRPORTERLIVE	151544201	0.000993129107691
ChiaraFerragni	40090727	0.000988725091834
Rachel_Roy	31119337	0.000988672396513
Fashion_Critic_	21476507	0.000987937306841
KellyOsbourne	41229669	0.000986409133096
JasonWu	280629993	0.000985234802051
theglamourai	28726228	0.000981910869831
V_and_A	18807671	0.00098162918941
Gilt	72598780	0.00098053627967
mrbradgoreski	38292798	0.000976627469965
_tommyton	46470446	0.000976164964738
tavitulle	113514650	0.000976143087368
Lookmagazine	34243239	0.00097450178889
MilkStudios	56809039	0.000972338810161
xoBetseyJohnson	19192100	0.000971416243668
DIARYdirectory	26475758	0.000971356972636
whitneyEVEport	24263801	0.000970731023064
DitaVonTeese	24407244	0.000969340324022
beautylish	107930490	0.000967476121868
Sartorialist	26745004	0.000963507343122
Maybelline	64574086	0.000960828717504
luxury__fashion	843356292	0.000955904353088
BCBGMAXAZRIA	24124842	0.000952766379006
MaryKatrantzou	40704916	0.000949272463864
chloefashion	26494583	0.000948424993008
ElizandJames	34211097	0.000946572876515
Drapers	15482079	0.000934536755265
EsteeLauder	290081566	0.000931058307594
CTilburyMakeup	348474838	0.000930208670205
ZARA	346742249	0.000927974385518
SBRogue	243847729	0.000924260269497
wonderlandmag	24866239	0.000919668614764
AIMEESONG	20298371	0.000919564688501
Smashbox	15613133	0.000919448552266
TommyHilfiger	30180137	0.000914774791189
masato_jones	228826153	0.000909905162367
ZoeSugg	27466653	0.000899872925485
stilacosmetics	16697350	0.000895830319684
ZooeyDeschanel	66561957	0.000895274676428
models	19292133	0.000895236753123
Gap	18462157	0.000891929434511
americanapparel	14288822	0.000891246211361
Cosmo_Style_	22637799	0.000890628199629
acnestudios	17209624	0.000884653502512
CindyCrawford	59247894	0.000883843955387
Coach	73200694	0.000880405105279
KyleEditor	278708734	0.000872912707577
FollowWestwood	92263579	0.000872435898524
THEROW	106808975	0.000868014402742
Balmain	549470860	0.000867512121741
jessicastam	77810669	0.00086440219494
BritishGQ	33900164	0.000860253347718
aliceandolivia	60970661	0.000859959838529
louiseroe	34176258	0.000858911147205
RedMagDaily	115108916	0.000856560446895
fashgonerogue	19480822	0.000856541327299
essie	105340932	0.000853465058036
Macys	50687788	0.000851030489501
TheLSD	31277095	0.000850849869847
kellycutrone	19568471	0.000849785503502
JPGaultier	240606817	0.000848640136447
kenzo	74701069	0.000847022145979
NastyGal	19030283	0.000846721725794
Moschino	221382131	0.000836880100259
LanaDelRey	45266183	0.000835379047941
Prada	1156866230	0.00083403055284
KCDworldwide	267947445	0.00083360084392
newlook	19301055	0.000833065629691
FordModels	26565124	0.000829757321725
LancomeUSA	21149226	0.00082906076579
GiGiHadid	171682730	0.000825780614098
cocosteaparty	21591378	0.00082414604322
riverisland	19768204	0.000820302978236
selenagomez	23375688	0.000814023672972
thezoereport	269897088	0.000809331996056
GiulianaRancic	21681809	0.000807537981786
MileyCyrus	268414482	0.000804495121332
BrownsFashion	19967371	0.000803799299613
e_FashionPolice	118857505	0.000802044450655
POPSUGARBeauty	17604456	0.000798834560403
modaoperandi	191889245	0.000797505656033
rackedny	9917552	0.000794804903264
TOMS	15010370	0.000793654865076
eatsleepwear	153656769	0.000793242466975
Lisa_Eldridge	64544431	0.000791834251205
seventeen	16824090	0.000788810499474
LOrealParisUSA	87222643	0.000784273328927
FashionScout	27202956	0.00078407535833
ForwardPR	35818363	0.000781333173087
ericwilsonsays	186454150	0.000780935795147
ParisHilton	24929621	0.000780324380223
Illamasqua	22651428	0.000779744229556
WTrendsFashion	264676260	0.000778457707839
inthefrow	921426764	0.000775957973737
facehunter	18322980	0.000775075026279
BlairEadieBEE	165572420	0.000774234890562
thakoon	99131926	0.000773633663659
LollyDaskal	16248319	0.000769908611966
AngelAlessandra	80655102	0.000765072843283
metmuseum	17057271	0.000761335548528
menstylefashion	574594956	0.000761212742152
FLAREfashion	33920830	0.000759895853277
poppydelevingne	409283525	0.000758910776245
FashionInsight	21788855	0.000756170914485
Tate	5225991	0.000754139697609
lilypebbles	105160416	0.000752624205467
revlon	130522705	0.000750679756272
GlitterGuide	160700592	0.000748922452515
mywardrobe	16782358	0.000748196933214
NaomiCampbell	784680583	0.000747925512673
NyxCosmetics	41707730	0.000747579885612
runway_riot	84424560	0.000747497892089
VVFriedman	28175824	0.000745679536577
boohoo	35773873	0.000744443422651
StaceyDuguid	31238992	0.000743352564263
SincerelyJules	90963591	0.000743083237236
Disneyrollrgirl	31253381	0.000743013583861
houseoffraser	63196333	0.000739639336819
jlandpartners	126664172	0.000738114306713
LuisaViaRoma	19399719	0.000737709387651
Ferragamo	145582395	0.000737384746031
31philliplim	437086963	0.000737348639682
COVERGIRL	180418331	0.000735561779553
Racked	112593696	0.000734877661592
hmusa	16407145	0.00073072229164
redcarpet	57393165	0.000730307788449
Bunnipunch	96529840	0.000729896332589
styliststuff	18281804	0.000729712429969
swarovski	72834489	0.000729537735006
ITSJEREMYSCOTT	32917485	0.000726979514866
farfetch	45798009	0.000723843148298
Nike	415859364	0.000722855815256
juneAmbrose	15338492	0.000722039107967
hollywills	20508222	0.000721565742352
theindustryfash	33481716	0.000720754211168
fuggirls	21279256	0.000719751921454
thefashionfeed	74577799	0.00071744394299
FleurDeForce	78622751	0.000717161912972
BananaRepublic	18462653	0.000716156008857
MarioMonforte	110557285	0.000715061509372
LauraMercier	19665893	0.00071159873336
OfficialRodarte	370397292	0.000709871292232
EmilioPucci	92488375	0.000709377247968
JBrandJeans	250314584	0.00070930395725
prcouture	15463179	0.000708369690413
LACOSTE	18481641	0.000708194939135
Missguided	21249332	0.000707332724883
PaulSmithDesign	26033281	0.000706867840435
CaroIssa	33173489	0.000705990562968
NextModels	24926416	0.000705658751464
stevenkolb	21857559	0.000705285412838
CSiriano	18103148	0.000704609917733
Fendi	114796408	0.000702669080732
Dazed_Fashion	473883807	0.000701849479785
Bulgariofficial	60649803	0.000700192579843
Margiela	135822863	0.000699544545338
highsnobiety	11319582	0.000699317572684
DerekLamNYC	64498671	0.000699023416185
psimadethis	25402789	0.000697698576559
FreePeople	16427380	0.000697386011866
FashConnector	253144172	0.000695828547339
Bat_Gio	31089450	0.000694413544752
britbeautyblog	24955554	0.000694377077325
StarworksGroup	28357463	0.000693301806308
HanneliM	24597041	0.000692582701613
LEVIS	203144854	0.000692322000852
JaneKeltnerdeV	51945792	0.000689774739228
Mango	205339205	0.000686947277191
Brian_Atwood	32921044	0.000685731737294
Tatlermagazine	334767152	0.000684831928239
zannarassi	232872974	0.000683360271766
fashion_spot	41894068	0.00068124306851
GalMeetsGlam	282389552	0.0006797918054
livpurvis	33199224	0.000678942517808
PaperCakes	17329654	0.000676645756417
purseblog	24918907	0.000676324789457
pushprlondon	113346432	0.000675987582877
zoelondondj	121877322	0.000675489461793
JessicaSimpson	29840295	0.000674420549412
nataliehartley	73155887	0.000672840579418
elliegoulding	20565284	0.000671819885999
tabithasimmons_	68559218	0.000669836176538
OPI_PRODUCTS	143552619	0.000669582824144
FbloggersUK	729699012	0.000667144749842
KatherinePower	25319725	0.000666855938989
vogueaustralia	34119271	0.000664575945619
Debenhams	296196029	0.000663192463829
lookbook	17221180	0.000663166169683
stylemepretty	17797448	0.000661737505384
ultabeauty	28134825	0.000659631958712
giseleofficial	55573873	0.00065737156255
LFWTheDaily	113336593	0.000657104549922
lipstickcurls	205251709	0.000656282544276
cindi_leive	15692086	0.000655128851252
JW_ANDERSON	149061291	0.000654394449517
HayleyHall_UK	162065727	0.000653711136488
FashNerd	2808577839	0.000653134254005
ModusBPCM	50479751	0.000652850620639
wolfandbadger	113167963	0.00065188421378
charlottes_web	140049744	0.000651806693588
HauteLook	25173006	0.000648775621962
EHolmes	18641695	0.000648698546658
StyleWriterNYC	64586891	0.000644507224631
Bridesmagazine	20142400	0.000643385304659
AdrianaLima	214791922	0.000642887953681
Theory__	64258844	0.00064248059715
millsmackintosh	292518961	0.000642303875206
GuardianFashion	308442339	0.000642179310295
ConanOBrien	115485051	0.000640807534136
wishwishwish	16085883	0.000640638641057
catwalkqueen	646193	0.000636717256689
Fashionalities	11037952	0.000635132419991
PRConsulting	44193089	0.000634646654562
YOUMagSocial	206265375	0.000633723577266
BeautyintheBag	36357026	0.000633462131804
ReallyRee	145792411	0.000631492166847
MTVstyle	158961733	0.000631409793608
wildbeauty	21917172	0.000630623403463
FastCompany	2735591	0.000628892217123
DesignMuseum	22009731	0.000628324747246
erdem	190633170	0.000628194870787
birchbox	103943552	0.000627464156709
rimmellondonuk	91989865	0.000626434491141
BarryMCosmetics	22484685	0.00062577378854
REISS	133781166	0.000624777542852
Manhattanpeachy	22860615	0.000624544620519
kylieminogue	63172203	0.000624306887491
Ella_LaPetite	88007647	0.00062415260778
elfcosmetics	19933480	0.00062408503404
SaundersStudio	395623327	0.000623599241733
HYPEBEAST	18286505	0.000621019104163
ALTUZARRASTUDIO	281039276	0.000619830402098
Viktor_and_Rolf	54890813	0.000619698648219
hmunitedkingdom	93839201	0.000619175181012
GiambattistaPR	111710640	0.000617563760529
Sheri_ls	28428838	0.000617506571485
shefinds	14305711	0.000617333433459
PORTERmagazine	1731691897	0.000617100105352
KavalonThatsMe	283660297	0.000616982924795
justbobbibrown	59598458	0.000616328015495
MarieDenee	18423808	0.000615712468073
imsarahconley	5174191	0.000615451004931
InStyleMagazine	15163383	0.000615161115971
TooFaced	19294897	0.000615044108972
EsquireUK	26793734	0.000614255285499
ModCloth	14925956	0.000613965748842
FashionOffice	44102112	0.000613176591426
BinkleyOnStyle	27160098	0.000612769536489
peaceloveSHEA	33587619	0.000611651327095
AlexanderFury	17989149	0.000611423135754
Fabulousmag	22635549	0.000610632947705
angelcandice	280582344	0.000608200121156
nextofficial	43299388	0.000607221552979
tibi	67185748	0.000607165755137
TheLucyEdit	24609490	0.000603103859372
CRFASHIONBOOK	595997584	0.000602841612289
FashionNBarbie	61182507	0.000602527750763
Zappos	7040932	0.000601765068201
glam	38032836	0.000601702125699
ELLEBEAUTYTEAM	85586404	0.000601071400984
designsponge	25940364	0.000600787613293
Shape_Magazine	30947351	0.000600140063048
ProjectRunway	44364694	0.000599298950555
InStyle_Beauty	22934008	0.000597845212073
brides	14769365	0.0005965331057
MyBeautyBunny	30723561	0.000595424002975
beautyjunkieldn	26257094	0.000594672775186
marieclaireau	17461964	0.000594162007918
HUGOBOSS	155949831	0.000593909964315
Fullerton_fash	244673362	0.000592377816158
anneslowey	23599214	0.000588063052067
BeautyBlitz	22686795	0.000587944446007
bellasbeauty5	1426695296	0.000586922258437
katelavie	82975510	0.000585693199884
ElieSaabWorld	47414242	0.000585123038543
ManoloBlahnik	714334891	0.000584644709846
BadgleyMischka	58971451	0.000584456100799
nicolettemason	25092727	0.000583420932126
ted_baker	16527648	0.000582584355921
ELLEDECOR	23993734	0.000582390009901
stylebubble	14516692	0.000580798301592
alexanderkenton	152551783	0.000580572693868
TaylorSterling	24895193	0.000579713178367
FashionUnitedUK	119747786	0.000579095769341
MrStreetPeeper	49072254	0.000577950378891
JessicaMichault	21204093	0.000577935126749
HouseOfHolland	35780733	0.000577695810069
ambernorell	39802612	0.000577332532835
RealSimple	18806753	0.000575847350636
2tmandb	26452993	0.000575507193832
clotheshorse90	143152875	0.000572588885102
beautycounter	15961241	0.000572498594242
modelrecommends	118544826	0.000572040173396
Lindsey_calla	34985514	0.000571566975216
adidasoriginals	20348431	0.00057153067238
labelsforlunch	722518099	0.000570855045727
madewell	21627660	0.000570528679108
thefashionbomb	7667502	0.00056963641254
CandidMagazine	303496156	0.000569392454542
FashionMumblr	263751453	0.000566981369399
INTERMIX	48358776	0.00056648875901
dawnchats	178203295	0.000566479638082
ELLEfashion	48336713	0.000565272083686
beststuff	17505100	0.000565203140362
hellomag	33863876	0.000564615559679
rachelstrugatz	138468913	0.000564147794467
Dorothy_Perkins	19535900	0.000562971175291
wendynguyen	16252512	0.000562953816495
mrjaymanuel	76256268	0.000562225941486
happyhippyshack	260347287	0.000561617698065
StuartWeitzman	43165080	0.000561525782893
wearetalkglobal	23930568	0.000560474497971
RestoinRJulia	222509944	0.000560021616805
FashionPRGirl_	2795271134	0.000559975000809
FountainOf30	10112122	0.00055905939034
PaigeDenim	33588206	0.000558069269954
pamelalovenyc	123360148	0.000556987173235
PeterSom	147544652	0.000556351799689
bourjois_uk	31379888	0.0005556716836
carolinaengman	20779908	0.000554733618227
LateAfternoon	54819492	0.000554465553143
whatlauraloves	176430561	0.000554253138558
OasisFashion	33320626	0.000552052695064
butterLONDON	77319691	0.000551682684229
familyfocusblog	92356909	0.000551193511475
carlscrush	148325018	0.000551163304734
SchonMagazine	121786787	0.00055014944967
BallerinaBoxApp	2312902260	0.000549491136844
stylescrapbook	35443315	0.000547598640297
IMGmodels	506640338	0.000547490193804
MissSelfridge	21995123	0.000547482714295
GinaAkers	455488335	0.000546512430312
theknot	17334356	0.000546318770016
AlisonBrodMC	31941957	0.000546220456464
livingdisrobed	2385895560	0.000546121813163
graceatwood	119459137	0.000545016104793
hintmag	21530096	0.000544791093271
inspiredby_mw	21190774	0.000544703721498
RosieFortescue	244973913	0.000544414498578
emmaelwickbates	476575076	0.000544009384278
HPR_AGENCY	76015479	0.000543099041057
bareMinerals	44642115	0.000542599009218
bel_jacobs	295908406	0.000542088583233
AmeliaLiana_	453452233	0.000541922849619
Cartier	60659498	0.000540459132473
BeautyShortlist	224171314	0.000539753266441
BPCM	24238036	0.000539563107358
MyFashionLife	15252906	0.000538975705803
LeaMichele	50515656	0.000538815607841
FemaleBloggerRT	1598968657	0.00053867182663
ehesketh	62673924	0.00053813934681
modelsown	72547608	0.000537671547989
tjmaxx	9541782	0.000537652125759
RobinGivhan	89563994	0.000537633332513
TemperleyLondon	93002132	0.000536799669509
HilaryHRhoda	20413022	0.000535636269396
ErinFetherston	23329776	0.000535027633275
DaveVescio	35595347	0.000534930968736
laurabrown99	175174859	0.00053442817952
Converse	183398746	0.000533876698436
samanthamaria	24703488	0.000532639980305
KateUpton	205915163	0.000531579092188
GUESS	138787183	0.000531171679325
MIUMIUofficial	937294358	0.000530954500125
ZoyaNailPolish	19414815	0.00053002242231
ShopStyle	90750610	0.000529603662219
gwenstefani	28208983	0.000529164020359
shellyvella	115631506	0.000526683273647
SydneSummer	19756746	0.000526640620175
JNSantaniello	232698219	0.000526083449591
flo_tweet	54930650	0.000525202839129
ElleCanada	24322323	0.000524559503167
morninglaurie	15551486	0.000524352494077
BAZAARAustralia	23740932	0.000524141573616
HunterBoots	45812728	0.000524005840065
byrdiebeauty	482591078	0.000523795981081
jimshi809	57249277	0.000522686487356
BloggyMoms	94919897	0.000522429021452
POP_PR_UK	236835576	0.000522109277188
karolinakurkova	193477235	0.000521765260318
anyahindmarch	22944872	0.000521619943406
MichellePhan	17674486	0.00052151645288
lajollamom	42346547	0.000521409966178
fashion_east	167371105	0.000520733341628
thisiswhistles	200162728	0.000520083646475
BaubleBar	207528533	0.000519897269848
Cynthia_Rowley	80042675	0.000519012386498
blogginggals	1666202670	0.000518549797698
Missoni	382003789	0.000518114858021
afrobella	16279527	0.000517745268203
Beauty411	12887832	0.000517348534159
MyFDB	36601355	0.000517310646634
AlanCarr	15253147	0.000516827704177
heatworld	17208738	0.000516801208593
David_M_Watts	20493490	0.000516215098917
emshelx	222645578	0.000514982394159
JessC_M	74749707	0.000513279773022
Ohmygossip	26660626	0.000512710583813
RenttheRunway	43122620	0.00051268324572
little_magpie1	522290224	0.000512239413851
M_Lhuillier	79398281	0.000512138573922
loccitaneusa	12028152	0.000511608509314
NOWFASHION	96752877	0.000510454260864
TheClothesShow	34922544	0.000510016556004
glamour_beauty	19776126	0.000507870696983
laurabailey_uk	89485413	0.000507180125122
fashiontrends24	3017785123	0.000507132374726
juicycouture	41689267	0.000506735221616
AliciaMLund	21692557	0.000505550042652
tomandlorenzo	16190305	0.000504976322803
danistahl	91436809	0.000504878914758
CreativeReview	21661279	0.000504377117148
ohjoy	21668101	0.000504037774657
REVOLVE	33402909	0.000503819321375
SofiaVergara	91390383	0.000502529792857
TheBodyShopUK	19854887	0.00050237697109
HourglassMakeup	27953176	0.000502364529929
Bravotv	15169907	0.000502024544172
LOrealParisUK	209047648	0.000501960488648
ESMagOfficial	279121988	0.00050109828128
amcELLE	25253558	0.000500062390949
BluKatDesign	189554197	0.000500041785613
Natalieoffduty	167537258	0.000499939695129
AllSaintsLive	22130393	0.000499850977419
giuseppezanotti	106877485	0.000499798366633
LushLtd	19526809	0.000499072835619
smashleybell	39773566	0.000498833251509
JeannineMorris	18145841	0.000498592666969
karendacre	24203780	0.000497968435643
MyEverydaySavvy	142342983	0.000497656495601
tankmagazine	47311830	0.000497471251503
helenseamons	73165790	0.000496985203204
lyst	121851854	0.000496378220728
VogueSpain	33906088	0.000496377729148
trendcouncil	30646443	0.000496174790235
BlogandTheCity	984583040	0.000495419664557
garypeppergirl	112700733	0.000495334105841
AnnTaylor	74524430	0.000495278405543
YBDfashion	116017433	0.000494721926428
aveda	104609993	0.000493831511914
katebosworth	469508411	0.000493289428936
sukiwaterhouse	22792475	0.000492636087615
GeorginaGrogan_	98898788	0.000492046880568
alhanda	209383326	0.000492034986575
StormModels	22903162	0.000491972894137
goop	292250240	0.000491811677262
awakeningaimee	37877645	0.000491745113387
HenriBendel	44682832	0.000491577058534
FCUK	17630941	0.000490426753232
FlossieSaunders	24902999	0.000490102659427
WipeHomophobia	606412878	0.00048938296086
Elite_London	72147399	0.000489381071307
MarthaWeddings	60727036	0.000489300591721
StyleQuickTips	21715659	0.000489215574055
_OnlineStylist	15408608	0.000488753499274
MenswearStyle	498790808	0.000488431627642
SoapandGlory	15229631	0.000488164659575
WWDMarketplace	43142602	0.00048814520345
TotalBeauty	15744329	0.000486851325748
feelunique	23922520	0.000486275803426
FashionEtcNow	191493449	0.000485993312612
ElizabethArden	20096207	0.000485306473579
superdrug	80829126	0.000484764877429
k_leexjx	47486169	0.000484594510893
handbagcom	16345196	0.000484340175577
selfservicemag	200156697	0.000484231310994
HungerMagazine	412277058	0.000484224645098
GlossyboxUK	260288364	0.000483374009684
ElieTahari	80592945	0.000483347915285
Launchmetrics	44651794	0.000483132918541
keikolynn	41911962	0.000481890261895
TakeTime4Style	109460638	0.000481697272171
LuxuryColumnist	2190512829	0.000481528691124
CarolineHirons	25058799	0.000481471575891
temptalia	8856442	0.000481236577505
HaveSippy	182104983	0.00047994291089
5inchandup	113395810	0.000479235770279
lucy_meck	214049458	0.000479138230269
davesbargains	548150620	0.000478955585926
lordandtaylor	16890261	0.000478642549753
AudrinaPatridge	48399528	0.000478447266256
BrooklynBlonde	29376378	0.000478270998919
designmilk	15446126	0.000477519597348
WeWoreWhat	211628482	0.000477430008227
threadless	5380672	0.000477161029419
nanettelepore	20858775	0.000476762647686
WarehouseUK	25071326	0.000476589877458
makeupmadeover	24845635	0.00047624838441
Independent	16973333	0.000476138189983
MARYALICESTYLE	39699269	0.000476102527037
TheEverygirl_	397706029	0.000475750485868
DriesVanNoten	27033603	0.0004756409025
LRFashionInflux	499169292	0.00047504818485
TheFrugality	428427009	0.00047487646891
thelovecatsinc	589257349	0.000474390054855
7FAM	52813110	0.000473748143547
thefashionisto	15325349	0.00047334099934
BetterUpdates	108838948	0.0004729188488
TheGQStyle	259770861	0.00047262216608
StacieinAtlanta	15293352	0.00047205899957
deborahlippmann	29644051	0.000471618682603
_lefashion_	38527593	0.00047069781165
ClubMonaco	47715374	0.000470460864448
OKMagazine	14353891	0.000470106589306
BigFashionista	21880626	0.000470053465703
amyschumer	55117855	0.000469704882338
Weddingmagazine	47612430	0.000469170931019
lululemon	16252784	0.000468882895862
FocusOnStyle	11647252	0.000468712570668
BECCA_COSMETICS	76770126	0.000468286247445
HilLesha	13226812	0.000468259620677
BonnieRakhit	147149348	0.000468224614427
TheFashionNetUK	38638180	0.000466742907573
mmmargherita	203120691	0.00046642242176
StyleHaul	385588406	0.000466332402862
tsncblog	26484542	0.000466327832287
HuffPostUKStyle	183239662	0.000465854904649
KateAMoss	124777527	0.000465628221323
pipnbling	283301071	0.00046558165673
adidas	300114634	0.000465349403952
ItsFreeAtLast	21535166	0.000464862928454
iamkristabel	27079539	0.000464671408247
hannahalmassi	353775627	0.000463509617337
Gwen_UsBeauty	89805327	0.000463117860665
Wonderful_U	211471113	0.000463111903784
FelicitiesPR	21178096	0.000462624024181
jmendel	26324991	0.000461933595603
10magazine_	234348782	0.000461155891348
WEARESIBLING	257613181	0.000460169783434
ScottDisick	101928415	0.000459779129096
QuibellPaul	702125877	0.000459687453412
SuzyMenkesVogue	2436892921	0.000459635109395
cultbeauty	23764685	0.000458654527326
TBDofficial	213184382	0.000458228996789
jacquardflower	3388069739	0.000457958749963
dnassysocial	279585613	0.000457891087384
ICovetThee	210998978	0.000457766824647
romyraves	46547352	0.00045721985357
april_golightly	210823231	0.000456759201798
nailsinc	85830020	0.000456673196074
Reem_Acra	40921599	0.000456329056819
Kohls	35880417	0.000456319179969
fashion	1115541	0.000456242473012
TimGunn	512446262	0.000455649600328
SteveMartinToGo	14824849	0.000455503530964
GalaGonzalez	25906700	0.000454581196054
