id	created_at	hashtags	cleaned_text
1093203760661311490	2019-02-06	[]	find charlot mckinney guess @guess @char_mck
1093191547842121730	2019-02-06	[]	meet thoma sabo's new pr assist @thomassabo
1093179398549893125	2019-02-06	[]	find athl brand join rost b commun ag @b_theagency
1093171164959178754	2019-02-06	[]	we'v got soleil toujours' new pr detail right @soleiltoujours1 @wizardpublicity
1093165839556190209	2019-02-06	[]	we'v got lowdown stev pr's new cli
1093162254755864576	2019-02-06	[]	look work c we'v got new pr detail right @masseystyle
1093130955185889280	2019-02-06	[]	heard kat rooney's latest launch @theglowedit
1093123402980831232	2019-02-06	['#beauty']	find pr ag repres onlin retail beauty4eu
1093118372118695937	2019-02-06	[]	meet report scotland's new broadcast journ @mccaulnews @bbcscotlandnews
1093113342930182144	2019-02-06	[]	read elka's collab monoc
1093105788741189632	2019-02-06	[]	meet mgc london's new account man
1093098238146740224	2019-02-06	[]	mat form new market direct
1093092319111331840	2019-02-06	[]	say hello country &amp; town house's new juny edit assist @countryandtown
1093090105391308800	2019-02-06	['#beauty']	absolv pr repres brand poppy slo @poppy_sloane
1093088830838751232	2019-02-06	[]	find hannah bank cov freel @hlbw
1092830630008766466	2019-02-05	['#influ', '#spotlight', '#kaimin', '#nyfw', '#design']	try de gend bound many design mix feminin masculin read ful interview design @kaiminofficial liv blog
1092826451907358722	2019-02-05	[]	meet loos women's new book @loosewomen
1092807620522622976	2019-02-05	[]	get touch new magazine's act tru lif edit @new_magazine
1092779896009568256	2019-02-05	[]	karl lagerfeld annount collab fash edit fal 2019 season @karllagerfeld
1092779893610479617	2019-02-05	[]	we'v got detail ing new beauty edit
1092776118611001344	2019-02-05	[]	want work tatler's new wed edit we'v got detail right @tatlermagazine
1092772348883804160	2019-02-05	[]	finlay &amp; co hir new pr ag @finlayandco
1092757249355849729	2019-02-05	[]	spring london sign new fash label @_springlondon
1092754815820677120	2019-02-05	[]	el appoint new pr repres
1092752210327494656	2019-02-05	[]	mak art sir john join beauty brand glob brand ambassad @sirjohnofficial
1092749696978903040	2019-02-05	[]	veg brand lan appoint new ag
1092747187740729344	2019-02-05	[]	meet needl &amp; thread's new market spec
1092747186071318528	2019-02-05	[]	iroquo sign new fash brand @iroquoispr
1092745918602825728	2019-02-05	[]	look work gerard darel we'v got new pr detail right @gerard_darel
1092743401093640199	2019-02-05	[]	find hom pag launch
1092740887237615617	2019-02-05	[]	meet platform creative's new cli @platform_ldn
1092738383334526977	2019-02-05	[]	annount appoint within team find @officialplt
1092734597916491778	2019-02-05	['#onestowatch', '#tal', '#influ']	sist serv @influencerintel launch febru edit spotlight glob newcom vary sect get list keep ey
1092479165385895937	2019-02-04	[]	santon unveil spring 2019 campaign cast @santoniofficial
1092465322865672195	2019-02-04	[]	find who's repres werkha marg
1092461546477944833	2019-02-04	[]	look work violet lak we'v got detail new ag @violet_lake
1092460341039153152	2019-02-04	[]	we'v got detail styl group's new partn direct
1092457771344293891	2019-02-04	[]	there's new writ edit fin tim @ft
1092453997410246656	2019-02-04	[]	want work emm dod we'v got freel detail right
1092431351976988674	2019-02-04	[]	get know soph elliot communications' new cli
1092425060411998213	2019-02-04	[]	min titl annount sign photograph july martinez leclerc @minititleltd
1092413729306824705	2019-02-04	[]	there's new fash direct esquir middl east @esquireme
1092405556483186688	2019-02-04	[]	read launch transgend lingery brand gi collect @gicollectionuk
1092398698712182784	2019-02-04	[]	meet dai mirror's latest new team addit @dailymirror @wingmanlo
1092396980783992832	2019-02-04	[]	look work marco de vincenzo we'v got new pr detail right @kcdworldwide
1091637501352124416	2019-02-02	['#socialmed', '#consum', '#roundup', '#fash', '#beauty', '#brand']	miss latest nois soc med week includ fash beauty new @louisvuitton @justinbieber @zara @condenast right
1091395551621513217	2019-02-01	[]	ag provoc appoint liz matthew pr handl press vip rel @themissap @lizmatthewspr
1091395233626157056	2019-02-01	[]	meet brit gq's new feat assist @britishgq
1091394746864599042	2019-02-01	[]	read aerie's latest campaign cast @aerie @mollybofficial @jameelajamil
1091326566192300033	2019-02-01	['#beauty']	pur publ rel ad rang brand rost @innersense @pureprlondon
1091318965916368896	2019-02-01	[]	get know saym pr &amp; marketing's new cli tev @teva @saymorepr
1091318733186977794	2019-02-01	[]	jonath andrew nam glob brand ambassad fudg profess @fudgehair @jonathanjandrew
