id	created_at	hashtags	cleaned_text
1092467821534040066	2019-02-04	['#notaflow', '#cameliacollect', '#chanelfinejewelry']	flow bew appear chanel cam rev spirit wom cult art play strengths discov
1092437622302146560	2019-02-04	['#notaflow', '#cameliacollect', '#chanelfinejewelry']	flow bew appear chanel cam flower; spirit uncomprom cult discov
1092105435249815558	2019-02-03	['#notaflow', '#cameliacollect', '#chanelfinejewelry']	flow bew appear chanel cam rev spirit wom cult art nev show hand discov
1092075237234171910	2019-02-03	['#notaflow', '#cameliacollect', '#chanelfinejewelry']	flow bew appear chanel cam flower; spirit uncomprom cult discov
1091743049619832833	2019-02-02	['#notaflow', '#cameliacollect', '#chanelfinejewelry']	flow bew appear chanel cam rev spirit wom cult art hold card clos discov
1091712855466958850	2019-02-02	['#notaflow', '#cameliacollect', '#chanelfinejewelry']	flow bew appear chanel cam flower; spirit uncomprom cult discov
1090557105617227777	2019-01-30	['#chanelmetiersdart', '#sagaward']	hous ambassad margot robby wor embroid whit gold silk cr dress par york 2018 collect
1089878248660574208	2019-01-28	['#chanelhautecout', '#villachanel']	carolin iss tak spring 2019 collect mesm cre read
1089591368014544896	2019-01-27	['#chanelhautecout', '#villachanel']	go eun kim marin vac mar cotillard among invit show grand pala par see show
1089583821635420161	2019-01-27	['#chanelhautecout', '#villachanel']	lead show model attend fin fit 31 rue cambon wear design silhouet
1089553624970055680	2019-01-27	['#chanelhautecout', '#thesoundofchanel']	show soundtrack playl appl mus feat track latest show list
1089523423108390914	2019-01-27	['#chanelhautecout', '#villachanel']	show gath friend ambassad hous includ @ella_purnell alm jodorowsky @carodemaigret alessandr mastronard
1089493220755685378	2019-01-27	['#chanelhautecout', '#villachanel']	describ new chanel' karl lagerfeld spring 2019 twee suit par extrem braid dissolv fabr
1089463022433849349	2019-01-27	['#chanelhautecout', '#chanelmakeup']	show hom discov makeup look spring 2019 show
1089205026403303424	2019-01-26	['#chanelhautecout', '#chanelmakeup']	get makeup look spring 2019 show
1089153483541045248	2019-01-26	['#chanelhautecout', '#villachanel']	spring 2019 twee suit highlight new construct detail coll turn insid adorn jacket
1089123284174680065	2019-01-26	['#chanelhautecout', '#villachanel']	entir cov thousand pet lac look compos pepl top long skirt embel flount quil
1089100758405005313	2019-01-26	['#chanelhautecout', '#villachanel']	exceiv cre know at chanel rev spring 2019 collect karl lagerfeld see
1089070437315813376	2019-01-26	['#chanelhautecout', '#villachanel']	latest collect pay tribut 18th century art french luxury entir sequin whit suit embroid flor pattern inspir porcelain manufact de vincen
1088844117738745856	2019-01-25	['#chanelhautecout', '#villachanel']	guest show invit see spring 2019 silhouet rev grand pala par
1088813745797824513	2019-01-25	['#chanelhautecout', '#villachanel']	tun light styl 18th century main sourc inspir behind new collect whit lingery dress whit ple chiffon interpret ennobl lac
1088753345563684864	2019-01-25	['#chanelhautecout', '#villachanel']	coll top skirt turn insid construct detail emblem collect cre tromp effect new volum
1088519304230961156	2019-01-24	['#chanelhautecout', '#villachanel']	flow bloom multipl shad text spring 2019 const seek innov chanel at cre hand ceram flow ad sequin dress
1088502063103918080	2019-01-24	['#chanelhautecout']	clos look int techn detail cre at serv karl lagerfeld cre
1088481561526251520	2019-01-24	['#chanelhautecout', '#villachanel']	look collect pres geomet jacket fold leath coll pair feath skirt
1088466434236256259	2019-01-24	['#chanelhautecout', '#villachanel']	know at 31 rue cambon par express feath organz dress bel skirt pul waist org ple gath thread thread
1088427477595316224	2019-01-24	['#chanelhautecout', '#villachanel']	hous ambassad @pharrell william among show's guest par
1088119334944325633	2019-01-23	['#chanelhautecout']	look collect pres karl lagerfeld spring 2019 grand pala par watch show ful
1088094002220597249	2019-01-23	['#chanelhautecout', '#villachanel']	kai gerb show entir sequin dress embroid feath hand ceram flow tribut know chanel haut cout at see silhouet
1088029071425056769	2019-01-23	['#chanelhautecout', '#villachanel', '#kristenstewart']	hous ambassad krist stewart attend show grand pala par
1087982246831767553	2019-01-23	['#chanelhautecout', '#villachanel']	cast model spring 2019 show par
1087824728809627649	2019-01-22	['#chanelhautecout', '#villachanel']	model tam william seo hyun grac elizabe birgit kos spring 2019 show see
1087809628996481025	2019-01-22	['#villachanel', '#chanelhautecout']	set gard fin today's show brought mediter spirit grand pala par see
